metric,value,category,model
cLISI_median,1.5607295703055812,global,immune_integration_rna_embryo_es2_no_tea_small_disp1_dwl2_1
cLISI_mean,1.7846735045640456,global,immune_integration_rna_embryo_es2_no_tea_small_disp1_dwl2_1
LISI_subsample_n,31420.0,global,immune_integration_rna_embryo_es2_no_tea_small_disp1_dwl2_1
silhouette_batch_bone_marrow,-0.013676015036217572,per_study,immune_integration_rna_embryo_es2_no_tea_small_disp1_dwl2_1
silhouette_batch_crohns_pbmc,-0.0020068160228764727,per_study,immune_integration_rna_embryo_es2_no_tea_small_disp1_dwl2_1
silhouette_batch_lung_spleen_gse319044,-0.0005337654273833625,per_study,immune_integration_rna_embryo_es2_no_tea_small_disp1_dwl2_1
silhouette_label,0.01947243541986547,global,immune_integration_rna_embryo_es2_no_tea_small_disp2
silhouette_batch,-0.01027656178521262,global,immune_integration_rna_embryo_es2_no_tea_small_disp2
ARI_leiden_vs_label,0.258656214130308,global,immune_integration_rna_embryo_es2_no_tea_small_disp2
NMI_leiden_vs_label,0.5901263674355046,global,immune_integration_rna_embryo_es2_no_tea_small_disp2
iLISI_median,8.32889481521275,global,immune_integration_rna_embryo_es2_no_tea_small_disp2
iLISI_mean,10.982788358765319,global,immune_integration_rna_embryo_es2_no_tea_small_disp2
cLISI_median,1.6115548300851685,global,immune_integration_rna_embryo_es2_no_tea_small_disp2
cLISI_mean,1.8159448754511698,global,immune_integration_rna_embryo_es2_no_tea_small_disp2
LISI_subsample_n,31420.0,global,immune_integration_rna_embryo_es2_no_tea_small_disp2
silhouette_batch_bone_marrow,-0.010942583622951963,per_study,immune_integration_rna_embryo_es2_no_tea_small_disp2
silhouette_batch_crohns_pbmc,-0.002389710913887621,per_study,immune_integration_rna_embryo_es2_no_tea_small_disp2
silhouette_batch_lung_spleen_gse319044,2.9509864718846245e-05,per_study,immune_integration_rna_embryo_es2_no_tea_small_disp2
silhouette_label,0.021605690156936936,global,immune_integration_rna_embryo_es2_no_tea_small_disp2_dwl2_1
silhouette_batch,-0.010439502552008553,global,immune_integration_rna_embryo_es2_no_tea_small_disp2_dwl2_1
ARI_leiden_vs_label,0.2392723475724028,global,immune_integration_rna_embryo_es2_no_tea_small_disp2_dwl2_1
NMI_leiden_vs_label,0.5912752901931504,global,immune_integration_rna_embryo_es2_no_tea_small_disp2_dwl2_1
iLISI_median,7.3040638883249045,global,immune_integration_rna_embryo_es2_no_tea_small_disp2_dwl2_1
iLISI_mean,9.871572053654791,global,immune_integration_rna_embryo_es2_no_tea_small_disp2_dwl2_1
cLISI_median,1.5468200022289371,global,immune_integration_rna_embryo_es2_no_tea_small_disp2_dwl2_1
cLISI_mean,1.7538584171788865,global,immune_integration_rna_embryo_es2_no_tea_small_disp2_dwl2_1
LISI_subsample_n,31420.0,global,immune_integration_rna_embryo_es2_no_tea_small_disp2_dwl2_1
silhouette_batch_bone_marrow,-0.013166891106953661,per_study,immune_integration_rna_embryo_es2_no_tea_small_disp2_dwl2_1
silhouette_batch_crohns_pbmc,-0.0023643097584013536,per_study,immune_integration_rna_embryo_es2_no_tea_small_disp2_dwl2_1
silhouette_batch_lung_spleen_gse319044,0.0007589160575941275,per_study,immune_integration_rna_embryo_es2_no_tea_small_disp2_dwl2_1
silhouette_label,0.02131187833054499,global,immune_integration_rna_embryo_es2_no_tea_small_dwl2_1
silhouette_batch,-0.014973086285398363,global,immune_integration_rna_embryo_es2_no_tea_small_dwl2_1
ARI_leiden_vs_label,0.1821581868798253,global,immune_integration_rna_embryo_es2_no_tea_small_dwl2_1
NMI_leiden_vs_label,0.5493417939832006,global,immune_integration_rna_embryo_es2_no_tea_small_dwl2_1
iLISI_median,7.540783514171073,global,immune_integration_rna_embryo_es2_no_tea_small_dwl2_1
iLISI_mean,9.941860388074078,global,immune_integration_rna_embryo_es2_no_tea_small_dwl2_1
cLISI_median,1.5402785006930824,global,immune_integration_rna_embryo_es2_no_tea_small_dwl2_1
cLISI_mean,1.76289006923584,global,immune_integration_rna_embryo_es2_no_tea_small_dwl2_1
LISI_subsample_n,31420.0,global,immune_integration_rna_embryo_es2_no_tea_small_dwl2_1
silhouette_batch_bone_marrow,-0.014700973741146286,per_study,immune_integration_rna_embryo_es2_no_tea_small_dwl2_1
silhouette_batch_crohns_pbmc,-0.004004566409026198,per_study,immune_integration_rna_embryo_es2_no_tea_small_dwl2_1
silhouette_batch_lung_spleen_gse319044,-0.001197289998842251,per_study,immune_integration_rna_embryo_es2_no_tea_small_dwl2_1
silhouette_label,0.02990903880946581,global,immune_integration_rna_embryo_es2_no_tea_small_dwl2_10
silhouette_batch,-0.017121273493202718,global,immune_integration_rna_embryo_es2_no_tea_small_dwl2_10
ARI_leiden_vs_label,0.1771344539142192,global,immune_integration_rna_embryo_es2_no_tea_small_dwl2_10
NMI_leiden_vs_label,0.5647028692657954,global,immune_integration_rna_embryo_es2_no_tea_small_dwl2_10
iLISI_median,5.7488982299142215,global,immune_integration_rna_embryo_es2_no_tea_small_dwl2_10
iLISI_mean,8.078179317174953,global,immune_integration_rna_embryo_es2_no_tea_small_dwl2_10
cLISI_median,1.347834215511735,global,immune_integration_rna_embryo_es2_no_tea_small_dwl2_10
cLISI_mean,1.5585249111496065,global,immune_integration_rna_embryo_es2_no_tea_small_dwl2_10
LISI_subsample_n,31420.0,global,immune_integration_rna_embryo_es2_no_tea_small_dwl2_10
silhouette_batch_bone_marrow,-0.01419635817366256,per_study,immune_integration_rna_embryo_es2_no_tea_small_dwl2_10
silhouette_batch_crohns_pbmc,-0.0056328923786594775,per_study,immune_integration_rna_embryo_es2_no_tea_small_dwl2_10
silhouette_batch_lung_spleen_gse319044,0.004465595953108941,per_study,immune_integration_rna_embryo_es2_no_tea_small_dwl2_10
silhouette_label,0.01673112333426207,global,immune_integration_rna_embryo_es2_small
silhouette_batch,-0.01052468619462974,global,immune_integration_rna_embryo_es2_small
ARI_leiden_vs_label,0.18888443211617975,global,immune_integration_rna_embryo_es2_small
NMI_leiden_vs_label,0.5490960113235647,global,immune_integration_rna_embryo_es2_small
iLISI_median,8.61966933782944,global,immune_integration_rna_embryo_es2_small
iLISI_mean,11.0485147333664,global,immune_integration_rna_embryo_es2_small
cLISI_median,1.6354311849705805,global,immune_integration_rna_embryo_es2_small
cLISI_mean,1.8580533481384456,global,immune_integration_rna_embryo_es2_small
LISI_subsample_n,31420.0,global,immune_integration_rna_embryo_es2_small
silhouette_batch_bone_marrow,-0.010796838002189852,per_study,immune_integration_rna_embryo_es2_small
silhouette_batch_crohns_pbmc,-0.0028683029745571625,per_study,immune_integration_rna_embryo_es2_small
silhouette_batch_lung_spleen_gse319044,-0.0007693961770277359,per_study,immune_integration_rna_embryo_es2_small
silhouette_label,0.006419896923451313,global,immune_integration_rna_large
silhouette_batch,-0.010174854878477814,global,immune_integration_rna_large
ARI_leiden_vs_label,0.10153354208322908,global,immune_integration_rna_large
NMI_leiden_vs_label,0.4288230105746361,global,immune_integration_rna_large
iLISI_median,12.28855176941003,global,immune_integration_rna_large
iLISI_mean,12.839128005062781,global,immune_integration_rna_large
cLISI_median,2.453431047186574,global,immune_integration_rna_large
cLISI_mean,2.761893658001641,global,immune_integration_rna_large
LISI_subsample_n,32826.0,global,immune_integration_rna_large
silhouette_batch_bone_marrow,-0.012166546939433191,per_study,immune_integration_rna_large
silhouette_batch_crohns_pbmc,-0.000786315119026979,per_study,immune_integration_rna_large
silhouette_batch_lung_spleen_gse319044,-0.00023345442755141597,per_study,immune_integration_rna_large
silhouette_label,0.007626848540997058,global,immune_integration_rna_libvar1
silhouette_batch,-0.008470589092014154,global,immune_integration_rna_libvar1
ARI_leiden_vs_label,0.1206089604252782,global,immune_integration_rna_libvar1
NMI_leiden_vs_label,0.45928631476745696,global,immune_integration_rna_libvar1
iLISI_median,12.449280146056973,global,immune_integration_rna_libvar1
iLISI_mean,13.218255886443085,global,immune_integration_rna_libvar1
cLISI_median,2.3020846186674997,global,immune_integration_rna_libvar1
cLISI_mean,2.610413525002532,global,immune_integration_rna_libvar1
LISI_subsample_n,32826.0,global,immune_integration_rna_libvar1
silhouette_batch_bone_marrow,-0.012629496493013717,per_study,immune_integration_rna_libvar1
silhouette_batch_crohns_pbmc,0.0005413714793136737,per_study,immune_integration_rna_libvar1
silhouette_batch_lung_spleen_gse319044,-0.00043955655165127643,per_study,immune_integration_rna_libvar1
silhouette_label,0.050499809947580396,global,immune_integration_rna_scvi_baseline
silhouette_batch,-0.03335831703648209,global,immune_integration_rna_scvi_baseline
ARI_leiden_vs_label,0.12105421082371653,global,immune_integration_rna_scvi_baseline
NMI_leiden_vs_label,0.5460882031375001,global,immune_integration_rna_scvi_baseline
iLISI_median,6.482196599268969,global,immune_integration_rna_scvi_baseline
iLISI_mean,8.709113019030816,global,immune_integration_rna_scvi_baseline
cLISI_median,1.1257411801009543,global,immune_integration_rna_scvi_baseline
cLISI_mean,1.3605017893190146,global,immune_integration_rna_scvi_baseline
LISI_subsample_n,31420.0,global,immune_integration_rna_scvi_baseline
silhouette_batch_bone_marrow,-0.02802586155829342,per_study,immune_integration_rna_scvi_baseline
silhouette_batch_crohns_pbmc,-0.02329472794759663,per_study,immune_integration_rna_scvi_baseline
silhouette_batch_lung_spleen_gse319044,-0.0006078058244655928,per_study,immune_integration_rna_scvi_baseline
silhouette_label,0.019564768146539926,global,immune_integration_rna_small
silhouette_batch,-0.007982522691954064,global,immune_integration_rna_small
ARI_leiden_vs_label,0.1895209561233376,global,immune_integration_rna_small
NMI_leiden_vs_label,0.5525533600886856,global,immune_integration_rna_small
iLISI_median,7.350446675503182,global,immune_integration_rna_small
iLISI_mean,9.878282034375754,global,immune_integration_rna_small
cLISI_median,1.5949213262226511,global,immune_integration_rna_small
cLISI_mean,1.822964477248372,global,immune_integration_rna_small
LISI_subsample_n,31420.0,global,immune_integration_rna_small
silhouette_batch_bone_marrow,-0.00856963579305935,per_study,immune_integration_rna_small
silhouette_batch_crohns_pbmc,-0.00016545815087090418,per_study,immune_integration_rna_small
silhouette_batch_lung_spleen_gse319044,-0.0021684331789482906,per_study,immune_integration_rna_small
silhouette_label,0.017199194045809725,global,immune_integration_rna_small_libvar1
silhouette_batch,-0.008232818258217225,global,immune_integration_rna_small_libvar1
ARI_leiden_vs_label,0.18951860145098234,global,immune_integration_rna_small_libvar1
NMI_leiden_vs_label,0.5515708872650756,global,immune_integration_rna_small_libvar1
iLISI_median,7.959501147442932,global,immune_integration_rna_small_libvar1
iLISI_mean,10.66928788283784,global,immune_integration_rna_small_libvar1
cLISI_median,1.555614695941625,global,immune_integration_rna_small_libvar1
cLISI_mean,1.765669497371657,global,immune_integration_rna_small_libvar1
LISI_subsample_n,31420.0,global,immune_integration_rna_small_libvar1
silhouette_batch_bone_marrow,-0.0075327741251364376,per_study,immune_integration_rna_small_libvar1
silhouette_batch_crohns_pbmc,0.0007942786366646912,per_study,immune_integration_rna_small_libvar1
silhouette_batch_lung_spleen_gse319044,-0.0022057477980635828,per_study,immune_integration_rna_small_libvar1
silhouette_label,0.008346075889129358,global,immune_integration_rna_studyqc
silhouette_batch,-0.011628793747015354,global,immune_integration_rna_studyqc
ARI_leiden_vs_label,0.12331646987714108,global,immune_integration_rna_studyqc
NMI_leiden_vs_label,0.44484391795914446,global,immune_integration_rna_studyqc
iLISI_median,11.225640220607094,global,immune_integration_rna_studyqc
iLISI_mean,12.372155343736914,global,immune_integration_rna_studyqc
cLISI_median,2.3387107182188323,global,immune_integration_rna_studyqc
cLISI_mean,2.6013114445912024,global,immune_integration_rna_studyqc
LISI_subsample_n,31420.0,global,immune_integration_rna_studyqc
silhouette_batch_bone_marrow,-0.01396310059679242,per_study,immune_integration_rna_studyqc
silhouette_batch_crohns_pbmc,-0.001617668008956802,per_study,immune_integration_rna_studyqc
silhouette_batch_lung_spleen_gse319044,-0.002058599905148379,per_study,immune_integration_rna_studyqc
silhouette_label,0.0043801304872531305,global,immune_integration_rna_studyqc_xlarge
silhouette_batch,-0.020217641374197827,global,immune_integration_rna_studyqc_xlarge
ARI_leiden_vs_label,0.038508006824007734,global,immune_integration_rna_studyqc_xlarge
NMI_leiden_vs_label,0.28845955670656476,global,immune_integration_rna_studyqc_xlarge
iLISI_median,8.191656110799856,global,immune_integration_rna_studyqc_xlarge
iLISI_mean,8.627240948168744,global,immune_integration_rna_studyqc_xlarge
cLISI_median,2.9067233631218654,global,immune_integration_rna_studyqc_xlarge
cLISI_mean,3.0994759974544457,global,immune_integration_rna_studyqc_xlarge
LISI_subsample_n,31420.0,global,immune_integration_rna_studyqc_xlarge
silhouette_batch_bone_marrow,-0.014931279908133484,per_study,immune_integration_rna_studyqc_xlarge
silhouette_batch_crohns_pbmc,-0.008913355101262791,per_study,immune_integration_rna_studyqc_xlarge
silhouette_batch_lung_spleen_gse319044,-0.0026263807941117458,per_study,immune_integration_rna_studyqc_xlarge
silhouette_label,0.004188640632771863,global,immune_integration_rna_studyqc_xlarge_libvar1
silhouette_batch,-0.023139873455895067,global,immune_integration_rna_studyqc_xlarge_libvar1
ARI_leiden_vs_label,0.03677213347952868,global,immune_integration_rna_studyqc_xlarge_libvar1
NMI_leiden_vs_label,0.2899581802554674,global,immune_integration_rna_studyqc_xlarge_libvar1
iLISI_median,7.356074423343928,global,immune_integration_rna_studyqc_xlarge_libvar1
iLISI_mean,7.767659964391137,global,immune_integration_rna_studyqc_xlarge_libvar1
cLISI_median,2.888952843170153,global,immune_integration_rna_studyqc_xlarge_libvar1
cLISI_mean,3.1138632450771713,global,immune_integration_rna_studyqc_xlarge_libvar1
LISI_subsample_n,31420.0,global,immune_integration_rna_studyqc_xlarge_libvar1
silhouette_batch_bone_marrow,-0.017159017548708386,per_study,immune_integration_rna_studyqc_xlarge_libvar1
silhouette_batch_crohns_pbmc,-0.010585012771365476,per_study,immune_integration_rna_studyqc_xlarge_libvar1
silhouette_batch_lung_spleen_gse319044,-0.003057163063521869,per_study,immune_integration_rna_studyqc_xlarge_libvar1
silhouette_label,0.007479029851261256,global,immune_integration_rna_v2
silhouette_batch,-0.009947834551100489,global,immune_integration_rna_v2
ARI_leiden_vs_label,0.10683253020337095,global,immune_integration_rna_v2
NMI_leiden_vs_label,0.43929905445771283,global,immune_integration_rna_v2
iLISI_median,12.340204416791325,global,immune_integration_rna_v2
iLISI_mean,13.188833306394896,global,immune_integration_rna_v2
cLISI_median,2.4104100923939633,global,immune_integration_rna_v2
cLISI_mean,2.688002426316304,global,immune_integration_rna_v2
LISI_subsample_n,32826.0,global,immune_integration_rna_v2
silhouette_batch_bone_marrow,-0.012988740555104133,per_study,immune_integration_rna_v2
silhouette_batch_crohns_pbmc,0.0003778651673771568,per_study,immune_integration_rna_v2
silhouette_batch_lung_spleen_gse319044,-0.0005813536380946171,per_study,immune_integration_rna_v2
silhouette_label,-0.0011608617760761153,global,immune_integration_rna_xlarge
silhouette_batch,-0.023066803548229445,global,immune_integration_rna_xlarge
ARI_leiden_vs_label,0.03977174332568881,global,immune_integration_rna_xlarge
NMI_leiden_vs_label,0.2712734859985604,global,immune_integration_rna_xlarge
iLISI_median,8.246043163797651,global,immune_integration_rna_xlarge
iLISI_mean,8.882190817356255,global,immune_integration_rna_xlarge
cLISI_median,3.0114349440703894,global,immune_integration_rna_xlarge
cLISI_mean,3.2121580686045164,global,immune_integration_rna_xlarge
LISI_subsample_n,32826.0,global,immune_integration_rna_xlarge
silhouette_batch_bone_marrow,-0.01850940363494954,per_study,immune_integration_rna_xlarge
silhouette_batch_crohns_pbmc,-0.006345063646710591,per_study,immune_integration_rna_xlarge
silhouette_batch_lung_spleen_gse319044,-0.0025909326682701716,per_study,immune_integration_rna_xlarge
silhouette_label,0.007638551041964868,global,immune_rna_v2_no_tea_disp_data_prior1_large
silhouette_batch,-0.005562394638159387,global,immune_rna_v2_no_tea_disp_data_prior1_large
ARI_leiden_vs_label,0.24995123764815594,global,immune_rna_v2_no_tea_disp_data_prior1_large
NMI_leiden_vs_label,0.5554078428777984,global,immune_rna_v2_no_tea_disp_data_prior1_large
iLISI_median,14.17568244024022,global,immune_rna_v2_no_tea_disp_data_prior1_large
iLISI_mean,14.754276462468582,global,immune_rna_v2_no_tea_disp_data_prior1_large
cLISI_median,2.3444016866970756,global,immune_rna_v2_no_tea_disp_data_prior1_large
cLISI_mean,2.5908129200626764,global,immune_rna_v2_no_tea_disp_data_prior1_large
LISI_subsample_n,32826.0,global,immune_rna_v2_no_tea_disp_data_prior1_large
silhouette_batch_bone_marrow,-0.01061216885115588,per_study,immune_rna_v2_no_tea_disp_data_prior1_large
silhouette_batch_crohns_pbmc,0.00031334493992856663,per_study,immune_rna_v2_no_tea_disp_data_prior1_large
silhouette_batch_lung_spleen_gse319044,0.0005108148541840413,per_study,immune_rna_v2_no_tea_disp_data_prior1_large
silhouette_label,0.015817664005220604,global,immune_rna_v2_no_tea_disp_data_prior1_small
silhouette_batch,-0.004328108928538206,global,immune_rna_v2_no_tea_disp_data_prior1_small
ARI_leiden_vs_label,0.2275743839616794,global,immune_rna_v2_no_tea_disp_data_prior1_small
NMI_leiden_vs_label,0.5761952366494,global,immune_rna_v2_no_tea_disp_data_prior1_small
iLISI_median,10.111753592766792,global,immune_rna_v2_no_tea_disp_data_prior1_small
iLISI_mean,11.942398560413542,global,immune_rna_v2_no_tea_disp_data_prior1_small
cLISI_median,1.6063451096459747,global,immune_rna_v2_no_tea_disp_data_prior1_small
cLISI_mean,1.837984572582425,global,immune_rna_v2_no_tea_disp_data_prior1_small
LISI_subsample_n,32826.0,global,immune_rna_v2_no_tea_disp_data_prior1_small
silhouette_batch_bone_marrow,-0.010811148746085873,per_study,immune_rna_v2_no_tea_disp_data_prior1_small
silhouette_batch_crohns_pbmc,0.002327016544834843,per_study,immune_rna_v2_no_tea_disp_data_prior1_small
silhouette_batch_lung_spleen_gse319044,0.005643219472252801,per_study,immune_rna_v2_no_tea_disp_data_prior1_small
